dimension,toy_a,toy_b,winner,timestamp
sensory_engagement,marvel-legends,rainbow-stacker,rainbow-stacker,2025-12-27T00:19:45.286Z
sensory_engagement,matchbox-car-garage,rc-monster-truck,rc-monster-truck,2025-12-27T00:19:45.893Z
productive_challenge,climbing-dome,crystal-growing-kit,climbing-dome,2025-12-27T00:19:46.537Z
sensory_engagement,matchbox-car-garage,rubiks-cube,rubiks-cube,2025-12-27T00:19:46.576Z
sensory_engagement,matchbox-car-garage,rush-hour,matchbox-car-garage,2025-12-27T00:19:47.232Z
productive_challenge,climbing-dome,dowling-magnets-magnet-set,tie,2025-12-27T00:19:47.624Z
sensory_engagement,matchbox-car-garage,safari-ltd-toobs,matchbox-car-garage,2025-12-27T00:19:48.018Z
sensory_engagement,matchbox-car-garage,sandbox,sandbox,2025-12-27T00:19:48.658Z
productive_challenge,dress-up-clothes,drum,drum,2025-12-27T00:19:48.922Z
productive_challenge,dress-up-clothes,farm-animals,tie,2025-12-27T00:19:50.196Z
productive_challenge,dress-up-clothes,fidget-spinner,dress-up-clothes,2025-12-27T00:19:51.112Z
productive_challenge,dress-up-clothes,finger-paint,finger-paint,2025-12-27T00:19:52.187Z
productive_challenge,dress-up-clothes,fisher-price-laugh-learn,dress-up-clothes,2025-12-27T00:19:53.104Z
developmental_longevity,kids-drum-set,kids-hockey-stick,tie,2025-12-27T00:20:05.653Z
developmental_longevity,kids-drum-set,magnet-foam-blocks,kids-drum-set,2025-12-27T00:20:06.089Z
developmental_longevity,kids-drum-set,magnetic-tiles,kids-drum-set,2025-12-27T00:20:06.675Z
developmental_longevity,kids-drum-set,mbot,kids-drum-set,2025-12-27T00:20:07.117Z
developmental_longevity,kids-drum-set,meccano,tie,2025-12-27T00:20:07.553Z
sensory_engagement,ravensburger-puzzle,sarahs-silks,sarahs-silks,2025-12-27T00:20:10.342Z
sensory_engagement,ravensburger-puzzle,schleich-dinosaurs,schleich-dinosaurs,2025-12-27T00:20:10.985Z
sensory_engagement,ravensburger-puzzle,schleich-farm-tractor,schleich-farm-tractor,2025-12-27T00:20:11.759Z
sensory_engagement,ravensburger-puzzle,schleich-horses,schleich-horses,2025-12-27T00:20:12.390Z
sensory_engagement,ravensburger-puzzle,schleich-wild-animals,schleich-wild-animals,2025-12-27T00:20:12.996Z
developmental_longevity,memory-match,munchkin-bath-toys,memory-match,2025-12-27T00:20:13.650Z
sensory_engagement,sequence-for-kids,snap-circuits,snap-circuits,2025-12-27T00:20:13.690Z
developmental_longevity,memory-match,music-activity-table,memory-match,2025-12-27T00:20:14.113Z
sensory_engagement,sequence-for-kids,spot-it,tie,2025-12-27T00:20:14.390Z
developmental_longevity,memory-match,needoh,memory-match,2025-12-27T00:20:14.657Z
sensory_engagement,sequence-for-kids,stacking-cups,stacking-cups,2025-12-27T00:20:15.087Z
developmental_longevity,memory-match,operation,operation,2025-12-27T00:20:15.138Z
developmental_longevity,memory-match,paw-patrol,memory-match,2025-12-27T00:20:15.579Z
sensory_engagement,sequence-for-kids,stacking-rings,stacking-rings,2025-12-27T00:20:15.849Z
sensory_engagement,sequence-for-kids,tangrams,tangrams,2025-12-27T00:20:16.546Z
social_affordance,jenga,kids-guitar,jenga,2025-12-27T00:20:29.078Z
social_affordance,jenga,kids-hockey-stick,tie,2025-12-27T00:20:29.727Z
social_affordance,jenga,kids-microscope,jenga,2025-12-27T00:20:30.613Z
social_affordance,jenga,kids-telescope,jenga,2025-12-27T00:20:31.594Z
social_affordance,jenga,kinetic-sand,jenga,2025-12-27T00:20:32.879Z
social_affordance,jump-rope,kids-drum-set,jump-rope,2025-12-27T00:20:36.112Z
social_affordance,jump-rope,kids-golf-set,jump-rope,2025-12-27T00:20:37.133Z
social_affordance,jump-rope,knex,jump-rope,2025-12-27T00:20:38.097Z
sensory_engagement,shape-sorter,soccer-ball,soccer-ball,2025-12-27T00:20:38.780Z
social_affordance,jump-rope,leapfrog-scoop-and-learn,jump-rope,2025-12-27T00:20:39.206Z
sensory_engagement,shape-sorter,sophie-la-girafe,sophie-la-girafe,2025-12-27T00:20:39.496Z
sensory_engagement,shape-sorter,sorry,shape-sorter,2025-12-27T00:20:40.134Z
sensory_engagement,shape-sorter,spirograph,spirograph,2025-12-27T00:20:40.928Z
social_affordance,jump-rope,lego-city-vehicles,jump-rope,2025-12-27T00:20:41.357Z
developmental_longevity,playmobil-pirate-ship,recorder,recorder,2025-12-27T00:20:41.405Z
sensory_engagement,shape-sorter,thinkfun-code-master,shape-sorter,2025-12-27T00:20:41.692Z
developmental_longevity,playmobil-pirate-ship,rock-collection,tie,2025-12-27T00:20:41.952Z
sensory_engagement,thinking-putty,tonka-steel-truck,tonka-steel-truck,2025-12-27T00:20:42.396Z
developmental_longevity,playmobil-pirate-ship,safari-ltd-toobs,tie,2025-12-27T00:20:42.441Z
developmental_longevity,playmobil-pirate-ship,schleich-wild-animals,tie,2025-12-27T00:20:42.965Z
sensory_engagement,thinking-putty,toy-fire-truck,thinking-putty,2025-12-27T00:20:43.017Z
developmental_longevity,playmobil-pirate-ship,science-kit,playmobil-pirate-ship,2025-12-27T00:20:43.423Z
sensory_engagement,thinking-putty,toy-parking-garage,thinking-putty,2025-12-27T00:20:43.694Z
sensory_engagement,thinking-putty,toy-tea-set,toy-tea-set,2025-12-27T00:20:44.293Z
sensory_engagement,thinking-putty,trampoline,trampoline,2025-12-27T00:20:44.980Z
developmental_longevity,rubiks-cube,schleich-horses,rubiks-cube,2025-12-27T00:20:49.496Z
developmental_longevity,rubiks-cube,scribble-scrubbie,rubiks-cube,2025-12-27T00:20:49.994Z
developmental_longevity,rubiks-cube,shape-sorter,rubiks-cube,2025-12-27T00:20:50.517Z
developmental_longevity,rubiks-cube,snap-circuits,tie,2025-12-27T00:20:50.987Z
developmental_longevity,rubiks-cube,soccer-ball,tie,2025-12-27T00:20:51.448Z
social_affordance,lincoln-logs,makedo-cardboard-tools,makedo-cardboard-tools,2025-12-27T00:21:05.881Z
social_affordance,lincoln-logs,maracas,lincoln-logs,2025-12-27T00:21:06.509Z
social_affordance,lincoln-logs,marvel-legends,lincoln-logs,2025-12-27T00:21:07.756Z
social_affordance,lincoln-logs,matchbox-car-garage,lincoln-logs,2025-12-27T00:21:08.753Z
social_affordance,lincoln-logs,mbot,lincoln-logs,2025-12-27T00:21:09.694Z
social_affordance,magnet-foam-blocks,meccano,tie,2025-12-27T00:21:10.743Z
social_affordance,magnet-foam-blocks,memory-match,magnet-foam-blocks,2025-12-27T00:21:11.733Z
social_affordance,magnet-foam-blocks,micro-scooter,magnet-foam-blocks,2025-12-27T00:21:12.989Z
social_affordance,magnet-foam-blocks,modeling-clay,magnet-foam-blocks,2025-12-27T00:21:14.069Z
developmental_longevity,transformers,uno,uno,2025-12-27T00:21:14.914Z
developmental_longevity,transformers,wagon,tie,2025-12-27T00:21:15.358Z
social_affordance,magnet-foam-blocks,needoh,magnet-foam-blocks,2025-12-27T00:21:15.634Z
developmental_longevity,transformers,weighted-lap-animal,tie,2025-12-27T00:21:15.896Z
developmental_longevity,transformers,wooden-blocks,wooden-blocks,2025-12-27T00:21:16.346Z
developmental_longevity,transformers,wwe-figures,tie,2025-12-27T00:21:16.847Z
developmental_longevity,activity-desk,banana-toothbrush,activity-desk,2025-12-27T00:21:23.577Z
developmental_longevity,activity-desk,botley,botley,2025-12-27T00:21:24.018Z
developmental_longevity,activity-desk,bowling-set,bowling-set,2025-12-27T00:21:24.450Z
developmental_longevity,activity-desk,brio-train-set,brio-train-set,2025-12-27T00:21:24.889Z
developmental_longevity,activity-desk,bruder-construction-truck,bruder-construction-truck,2025-12-27T00:21:25.340Z
social_affordance,nuby-ice-gel-teether,paw-patrol,paw-patrol,2025-12-27T00:21:42.341Z
social_affordance,nuby-ice-gel-teether,playmobil-airport,playmobil-airport,2025-12-27T00:21:43.244Z
social_affordance,nuby-ice-gel-teether,playmobil-castle,playmobil-castle,2025-12-27T00:21:44.368Z
social_affordance,nuby-ice-gel-teether,playmobil-pirate-ship,playmobil-pirate-ship,2025-12-27T00:21:45.348Z
social_affordance,nuby-ice-gel-teether,playmobil-zoo,playmobil-zoo,2025-12-27T00:21:46.288Z
social_affordance,number-puzzles,pound-tap-bench,tie,2025-12-27T00:21:47.228Z
social_affordance,number-puzzles,power-wheels,power-wheels,2025-12-27T00:21:48.215Z
developmental_longevity,micro-scooter,oball-classic,micro-scooter,2025-12-27T00:21:48.588Z
developmental_longevity,micro-scooter,pj-masks-figures,micro-scooter,2025-12-27T00:21:49.041Z
social_affordance,number-puzzles,punching-bag,tie,2025-12-27T00:21:49.528Z
developmental_longevity,micro-scooter,play-doh,tie,2025-12-27T00:21:49.578Z
developmental_longevity,micro-scooter,play-food,micro-scooter,2025-12-27T00:21:50.028Z
developmental_longevity,micro-scooter,play-kitchen,tie,2025-12-27T00:21:50.585Z
social_affordance,number-puzzles,push-toy,tie,2025-12-27T00:21:50.588Z
social_affordance,number-puzzles,ravensburger-puzzle,ravensburger-puzzle,2025-12-27T00:21:51.460Z
developmental_longevity,nuby-ice-gel-teether,pokemon-figures,pokemon-figures,2025-12-27T00:21:58.046Z
developmental_longevity,nuby-ice-gel-teether,radio-flyer-ride-on,radio-flyer-ride-on,2025-12-27T00:21:58.672Z
developmental_longevity,nuby-ice-gel-teether,rainbow-stacker,rainbow-stacker,2025-12-27T00:21:59.113Z
developmental_longevity,nuby-ice-gel-teether,razor-electric-scooter,razor-electric-scooter,2025-12-27T00:21:59.558Z
developmental_longevity,nuby-ice-gel-teether,rc-monster-truck,rc-monster-truck,2025-12-27T00:22:00.003Z
social_affordance,pj-masks-figures,play-doh,pj-masks-figures,2025-12-27T00:22:16.351Z
social_affordance,pj-masks-figures,razor-electric-scooter,pj-masks-figures,2025-12-27T00:22:17.027Z
social_affordance,pj-masks-figures,rc-monster-truck,pj-masks-figures,2025-12-27T00:22:18.191Z
sensory_engagement,thomas-trackmaster,transformers,tie,2025-12-27T00:22:18.879Z
social_affordance,pj-masks-figures,recorder,pj-masks-figures,2025-12-27T00:22:19.145Z
sensory_engagement,thomas-trackmaster,tricycle,tricycle,2025-12-27T00:22:19.488Z
sensory_engagement,thomas-trackmaster,trouble,tie,2025-12-27T00:22:20.205Z
social_affordance,pj-masks-figures,safari-ltd-toobs,tie,2025-12-27T00:22:20.208Z
sensory_engagement,thomas-trackmaster,weighted-blanket,weighted-blanket,2025-12-27T00:22:20.823Z
social_affordance,schleich-dinosaurs,schleich-wild-animals,tie,2025-12-27T00:22:21.247Z
sensory_engagement,thomas-trackmaster,xylophone,xylophone,2025-12-27T00:22:21.526Z
sensory_engagement,ticket-to-ride-first-journey,tonka-steel-truck,tonka-steel-truck,2025-12-27T00:22:22.288Z
social_affordance,schleich-dinosaurs,shape-sorter,schleich-dinosaurs,2025-12-27T00:22:22.355Z
sensory_engagement,ticket-to-ride-first-journey,toy-parking-garage,toy-parking-garage,2025-12-27T00:22:23.038Z
social_affordance,schleich-dinosaurs,snap-circuits,tie,2025-12-27T00:22:23.424Z
sensory_engagement,ticket-to-ride-first-journey,toy-tea-set,toy-tea-set,2025-12-27T00:22:23.699Z
developmental_longevity,tangle-fidget,tangrams,tangrams,2025-12-27T00:22:23.986Z
sensory_engagement,ticket-to-ride-first-journey,trampoline,trampoline,2025-12-27T00:22:24.537Z
social_affordance,schleich-dinosaurs,soccer-ball,soccer-ball,2025-12-27T00:22:24.542Z
developmental_longevity,tangle-fidget,teenage-mutant-ninja-turtles,teenage-mutant-ninja-turtles,2025-12-27T00:22:24.586Z
developmental_longevity,tangle-fidget,tennis-racket-set,tennis-racket-set,2025-12-27T00:22:25.148Z
sensory_engagement,ticket-to-ride-first-journey,tricycle,tricycle,2025-12-27T00:22:25.187Z
social_affordance,schleich-dinosaurs,sophie-la-girafe,schleich-dinosaurs,2025-12-27T00:22:25.607Z
developmental_longevity,tangle-fidget,thinkfun-code-master,thinkfun-code-master,2025-12-27T00:22:25.651Z
developmental_longevity,tangle-fidget,toy-parking-garage,toy-parking-garage,2025-12-27T00:22:26.083Z
developmental_longevity,baby-einstein-octopus,badminton-set,badminton-set,2025-12-27T00:22:32.892Z
developmental_longevity,baby-einstein-octopus,balance-beam,balance-beam,2025-12-27T00:22:33.330Z
developmental_longevity,baby-einstein-octopus,banana-toothbrush,tie,2025-12-27T00:22:33.784Z
developmental_longevity,baby-einstein-octopus,barbie,barbie,2025-12-27T00:22:34.230Z
developmental_longevity,baby-einstein-octopus,bruder-construction-truck,bruder-construction-truck,2025-12-27T00:22:34.665Z
sensory_engagement,tool-bench,toy-fire-truck,tool-bench,2025-12-27T00:22:53.461Z
sensory_engagement,tool-bench,transformers,tool-bench,2025-12-27T00:22:54.106Z
sensory_engagement,tool-bench,trouble,tool-bench,2025-12-27T00:22:54.985Z
sensory_engagement,tool-bench,water-table,water-table,2025-12-27T00:22:55.581Z
sensory_engagement,tool-bench,weighted-blanket,tie,2025-12-27T00:22:56.183Z
sensory_engagement,anatomy-model,ballpit,ballpit,2025-12-27T00:22:56.782Z
sensory_engagement,anatomy-model,botley,anatomy-model,2025-12-27T00:22:57.396Z
sensory_engagement,anatomy-model,bowling-set,bowling-set,2025-12-27T00:22:58.074Z
developmental_longevity,bowling-set,cash-register,bowling-set,2025-12-27T00:22:58.126Z
developmental_longevity,bowling-set,croquet-set,tie,2025-12-27T00:22:58.634Z
sensory_engagement,anatomy-model,brio-train-set,brio-train-set,2025-12-27T00:22:58.684Z
developmental_longevity,bowling-set,crystal-growing-kit,bowling-set,2025-12-27T00:22:59.122Z
sensory_engagement,anatomy-model,bruder-construction-truck,bruder-construction-truck,2025-12-27T00:22:59.506Z
developmental_longevity,bowling-set,cubetto-coding-robot,bowling-set,2025-12-27T00:22:59.687Z
social_affordance,science-kit,spirograph,science-kit,2025-12-27T00:23:00.068Z
developmental_longevity,bowling-set,cuisenaire-rods,bowling-set,2025-12-27T00:23:00.116Z
social_affordance,science-kit,spot-it,tie,2025-12-27T00:23:00.873Z
social_affordance,science-kit,swingball,tie,2025-12-27T00:23:02.176Z
social_affordance,science-kit,tangrams,science-kit,2025-12-27T00:23:03.144Z
social_affordance,science-kit,teenage-mutant-ninja-turtles,tie,2025-12-27T00:23:04.113Z
social_affordance,scribble-scrubbie,tennis-racket-set,tennis-racket-set,2025-12-27T00:23:05.320Z
social_affordance,scribble-scrubbie,thinkfun-code-master,tie,2025-12-27T00:23:06.227Z
social_affordance,scribble-scrubbie,thinking-putty,tie,2025-12-27T00:23:07.317Z
social_affordance,scribble-scrubbie,ticket-to-ride-first-journey,ticket-to-ride-first-journey,2025-12-27T00:23:08.260Z
developmental_longevity,calico-critters,dominoes,dominoes,2025-12-27T00:23:08.533Z
developmental_longevity,calico-critters,dowling-magnets-magnet-set,tie,2025-12-27T00:23:08.976Z
social_affordance,scribble-scrubbie,tonka-steel-truck,tonka-steel-truck,2025-12-27T00:23:09.334Z
developmental_longevity,calico-critters,dress-up-clothes,tie,2025-12-27T00:23:09.527Z
developmental_longevity,calico-critters,etch-a-sketch,etch-a-sketch,2025-12-27T00:23:09.999Z
developmental_longevity,calico-critters,farm-animals,tie,2025-12-27T00:23:10.436Z
social_affordance,toy-parking-garage,tricycle,toy-parking-garage,2025-12-27T00:23:33.394Z
social_affordance,toy-parking-garage,trouble,trouble,2025-12-27T00:23:34.038Z
sensory_engagement,aquadoodle-mat,bug-vacuum-explorer-kit,bug-vacuum-explorer-kit,2025-12-27T00:23:34.379Z
social_affordance,toy-parking-garage,ukulele,toy-parking-garage,2025-12-27T00:23:35.150Z
sensory_engagement,aquadoodle-mat,building-gears,building-gears,2025-12-27T00:23:35.152Z
sensory_engagement,aquadoodle-mat,candy-land,aquadoodle-mat,2025-12-27T00:23:35.852Z
developmental_longevity,jump-rope,kids-guitar,tie,2025-12-27T00:23:35.911Z
social_affordance,toy-parking-garage,water-table,water-table,2025-12-27T00:23:36.189Z
developmental_longevity,jump-rope,kids-keyboard,tie,2025-12-27T00:23:36.529Z
sensory_engagement,aquadoodle-mat,catan-junior,aquadoodle-mat,2025-12-27T00:23:36.577Z
developmental_longevity,jump-rope,kids-microscope,tie,2025-12-27T00:23:37.073Z
social_affordance,toy-parking-garage,weighted-blanket,toy-parking-garage,2025-12-27T00:23:37.204Z
sensory_engagement,aquadoodle-mat,chess-for-kids,tie,2025-12-27T00:23:37.250Z
developmental_longevity,jump-rope,lincoln-logs,jump-rope,2025-12-27T00:23:37.531Z
sensory_engagement,baby-play-gym,barbie,baby-play-gym,2025-12-27T00:23:37.953Z
developmental_longevity,jump-rope,lite-brite-touch,jump-rope,2025-12-27T00:23:38.002Z
social_affordance,toy-tea-set,weighted-lap-animal,toy-tea-set,2025-12-27T00:23:38.167Z
sensory_engagement,baby-play-gym,calico-critters,baby-play-gym,2025-12-27T00:23:38.603Z
social_affordance,toy-tea-set,wooden-blocks,toy-tea-set,2025-12-27T00:23:39.294Z
sensory_engagement,baby-play-gym,color-wonder,baby-play-gym,2025-12-27T00:23:39.383Z
sensory_engagement,baby-play-gym,croquet-set,croquet-set,2025-12-27T00:23:40.036Z
social_affordance,toy-tea-set,wwe-figures,toy-tea-set,2025-12-27T00:23:40.341Z
sensory_engagement,baby-play-gym,crystal-growing-kit,baby-play-gym,2025-12-27T00:23:40.657Z
social_affordance,toy-tea-set,xylophone,toy-tea-set,2025-12-27T00:23:41.312Z
social_affordance,toy-tea-set,yoto-player,toy-tea-set,2025-12-27T00:23:42.371Z
developmental_longevity,jurassic-world-figures,kid-trax-dodge-viper,jurassic-world-figures,2025-12-27T00:23:44.962Z
developmental_longevity,jurassic-world-figures,littlest-pet-shop,tie,2025-12-27T00:23:45.397Z
developmental_longevity,jurassic-world-figures,makedo-cardboard-tools,tie,2025-12-27T00:23:45.836Z
developmental_longevity,jurassic-world-figures,maracas,maracas,2025-12-27T00:23:46.273Z
developmental_longevity,jurassic-world-figures,marvel-legends,marvel-legends,2025-12-27T00:23:46.708Z
social_affordance,trampoline,zingo,trampoline,2025-12-27T00:24:05.620Z
social_affordance,trampoline,tricycle,trampoline,2025-12-27T00:24:06.231Z
social_affordance,trampoline,trouble,trampoline,2025-12-27T00:24:07.231Z
social_affordance,trampoline,ukulele,trampoline,2025-12-27T00:24:08.249Z
social_affordance,trampoline,uncle-milton-ant-farm,trampoline,2025-12-27T00:24:09.215Z
developmental_longevity,baseball-tee-set,basketball-hoop,basketball-hoop,2025-12-27T00:24:09.517Z
developmental_longevity,baseball-tee-set,brio-train-set,brio-train-set,2025-12-27T00:24:09.968Z
social_affordance,transformers,water-table,water-table,2025-12-27T00:24:10.372Z
developmental_longevity,baseball-tee-set,busy-board,baseball-tee-set,2025-12-27T00:24:10.493Z
sensory_engagement,cubetto-coding-robot,dc-superheroes,cubetto-coding-robot,2025-12-27T00:24:10.541Z
developmental_longevity,baseball-tee-set,candy-land,tie,2025-12-27T00:24:10.963Z
sensory_engagement,cubetto-coding-robot,doctor-kit,cubetto-coding-robot,2025-12-27T00:24:11.461Z
social_affordance,transformers,weather-station,transformers,2025-12-27T00:24:11.472Z
developmental_longevity,baseball-tee-set,chew-necklace,tie,2025-12-27T00:24:11.544Z
sensory_engagement,cubetto-coding-robot,dollhouse,tie,2025-12-27T00:24:12.289Z
social_affordance,transformers,weighted-blanket,transformers,2025-12-27T00:24:12.924Z
sensory_engagement,cubetto-coding-robot,dolls,tie,2025-12-27T00:24:12.971Z
sensory_engagement,cubetto-coding-robot,dominoes,tie,2025-12-27T00:24:13.586Z
social_affordance,transformers,weighted-lap-animal,transformers,2025-12-27T00:24:13.852Z
